StartTime,EndTime,CSID,InitialSOC
"000011,81,31100,267800,0,0,0,236700,001437,000169,5170.17,,0.797804,000169,0.8,0",,,
"000004,81,16800,273400,0,0,0,256600,000169,001437,5161.93,,0.797619,001437,0.8,0",,,
"000006,81,21600,276000,0,0,0,254400,000169,001437,5163.31,,0.74764,001437,0.75,0",,,
"000015,81,47100,283800,0,0,0,236700,001437,000169,5170.17,,0.697804,000169,0.7,0",,,
"000019,81,56400,295600,0,0,0,239200,000169,001437,5163.98,,0.79778,001437,0.8,0",,,
"000030,81,101300,334200,0,0,0,232900,001086,000004,3934.7,,0.69784,000004,0.7,0",,,
"000045,81,141800,336700,0,0,0,194900,001086,000004,3935.94,,0.798192,000004,0.8,0",,,
"000068,81,204200,385500,0,0,0,181300,001086,000004,3935.23,,0.748318,000004,0.75,0",,,
"000022,81,71400,390800,0,0,0,319400,001437,000169,5173.06,,0.547038,000169,0.55,0",,,
"000021,81,70100,390800,0,0,0,320700,001437,000169,5170.83,,0.797026,000169,0.8,0",,,
"000027,81,93000,393300,0,0,0,300300,001437,000169,5169.51,,0.747215,000169,0.75,0",,,
"000023,81,87000,393400,0,0,0,306400,001437,000169,5173.96,,0.797158,000169,0.8,0",,,
"000048,81,149900,400400,0,0,0,250500,001437,000169,5172.89,,0.747676,000169,0.75,0",,,
"000067,81,200300,414600,0,0,0,214300,000004,001086,3937.07,,0.648012,001086,0.65,0",,,
"000040,81,128000,422900,0,0,0,294900,000169,001437,5165.49,,0.747265,001437,0.75,0",,,
"000052,81,165800,423400,0,0,0,257600,000169,001437,5166.58,,0.79761,001437,0.8,0",,,
"000063,81,189000,426800,0,0,0,237800,001437,000169,5174.17,,0.747793,000169,0.75,0",,,
"000064,81,190100,427400,0,0,0,237300,001437,000169,5170.54,,0.797798,000169,0.8,0",,,
"000062,81,188500,433400,0,0,0,244900,000169,001437,5166.21,,0.797728,001437,0.8,0",,,
"000070,81,206100,444100,0,0,0,238000,001437,000169,5172.69,,0.747792,000169,0.75,0",,,
"000072,81,209900,451900,0,0,0,242000,001437,000169,5171.14,,0.547754,000169,0.55,0",,,
"000076,81,216600,454400,0,0,0,237800,000169,001437,5166.17,,0.747793,001437,0.75,0",,,
"000080,81,220500,458900,0,0,0,238400,000169,001437,5163.5,,0.647788,001437,0.65,0",,,
"000102,81,273200,474200,0,0,0,201000,001086,000004,3935.28,,0.748135,000004,0.75,0",,,
"000104,81,275200,481800,0,0,0,206600,001086,000004,3937.77,,0.748083,000004,0.75,0",,,
"000074,81,212400,530900,0,0,0,318500,001437,000169,5169.88,,0.747046,000169,0.75,0",,,
"000091,81,238100,535900,0,0,0,297800,001437,000169,5172.66,,0.597238,000169,0.6,0",,,
"000097,81,253800,538300,0,0,0,284500,001437,000169,5174,,0.797361,000169,0.8,0",,,
"000109,81,284100,542600,0,0,0,258500,001437,000169,5171.18,,0.747602,000169,0.75,0",,,
"000113,81,295200,542700,0,0,0,247500,001437,000169,5174.22,,0.747704,000169,0.75,0",,,
"000114,81,302300,547300,0,0,0,245000,001437,000169,5170.87,,0.797727,000169,0.8,0",,,
"000116,81,309700,549500,0,0,0,239800,001437,000169,5172.89,,0.797775,000169,0.8,0",,,
"000090,81,237400,553500,0,0,0,316100,000169,001437,5165.5,,0.797068,001437,0.8,0",,,
"000098,81,257200,556000,0,0,0,298800,000169,001437,5164.53,,0.747229,001437,0.75,0",,,
"000100,81,267700,558400,0,0,0,290700,000169,001437,5164.07,,0.797304,001437,0.8,0",,,
"000106,81,279400,560600,0,0,0,281200,000169,001437,5163.15,,0.747392,001437,0.75,0",,,
"000123,81,334200,572100,0,0,0,237900,001437,000169,5170.56,,0.597792,000169,0.6,0",,,
"000126,81,337500,575000,0,0,0,237500,001437,000169,5173.19,,0.797796,000169,0.8,0",,,
"000134,81,356900,670700,0,0,0,313800,001437,000169,5169.11,,0.79709,000169,0.8,0",,,
"000150,81,409500,673400,0,0,0,263900,001437,000169,5173.95,,0.747552,000169,0.75,0",,,
"000142,81,393900,690900,0,0,0,297000,000169,001437,5163.24,,0.747245,001437,0.75,0",,,
"000147,81,403700,693500,0,0,0,289800,000169,001437,5163.23,,0.747312,001437,0.75,0",,,
"000175,81,488000,694600,0,0,0,206600,000004,001086,3937.07,,0.798083,001086,0.8,0",,,
"000155,81,419500,696000,0,0,0,276500,000169,001437,5162.39,,0.747435,001437,0.75,0",,,
"000160,81,445800,702900,0,0,0,257100,000169,001437,5165.1,,0.797615,001437,0.8,0",,,
"000161,81,451800,705000,0,0,0,253200,000169,001437,5163.59,,0.747651,001437,0.75,0",,,
"000156,81,421100,705100,0,0,0,284000,000169,001437,5166.77,,0.747366,001437,0.75,0",,,
"000165,81,458500,707200,0,0,0,248700,000169,001437,5163.64,,0.797692,001437,0.8,0",,,
"000164,81,457600,709300,0,0,0,251700,000169,001437,5164.68,,0.797665,001437,0.8,0",,,
"000167,81,466200,711400,0,0,0,245200,000169,001437,5162.6,,0.747725,001437,0.75,0",,,
"000173,81,486000,726100,0,0,0,240100,000169,001437,5164.93,,0.747772,001437,0.75,0",,,
"000221,81,617200,798400,0,0,0,181200,001086,000004,3936.83,,0.798319,000004,0.8,0",,,
"000177,81,497500,810800,0,0,0,313300,001437,000169,5172.97,,0.747094,000169,0.75,0",,,
"000181,81,510300,813300,0,0,0,303000,001437,000169,5169.51,,0.74719,000169,0.75,0",,,
"000187,81,523900,818200,0,0,0,294300,001437,000169,5173.57,,0.79727,000169,0.8,0",,,
"000189,81,526800,818200,0,0,0,291400,001437,000169,5171.05,,0.697297,000169,0.7,0",,,
"000190,81,527800,820400,0,0,0,292600,001437,000169,5172.8,,0.797286,000169,0.8,0",,,
"000191,81,529400,833600,0,0,0,304200,000169,001437,5163.63,,0.797179,001437,0.8,0",,,
"000195,81,537400,836100,0,0,0,298700,000169,001437,5162.78,,0.797229,001437,0.8,0",,,
"000198,81,544300,836100,0,0,0,291800,000169,001437,5165.91,,0.747293,001437,0.75,0",,,
"000207,81,575500,838500,0,0,0,263000,000169,001437,5163.17,,0.79756,001437,0.8,0",,,
"000213,81,603800,845400,0,0,0,241600,000169,001437,5163.7,,0.747758,001437,0.75,0",,,
"000214,81,608100,849800,0,0,0,241700,000169,001437,5166.42,,0.747757,001437,0.75,0",,,
"000216,81,611200,850000,0,0,0,238800,000169,001437,5162.83,,0.697784,001437,0.7,0",,,
"000218,81,613700,853700,0,0,0,240000,001437,000169,5170.57,,0.747773,000169,0.75,0",,,
