Type,Csid,Cgrid,Cap_kW,waitingLine,Vol_0min,Vol_30min,Vol_60min,ElapsedTime
F,90000000,0,0,0,0,0,0,22800
F,90000001,1,0,0,0,0,0,22800
F,90000200,0,0,0,0,0,0,22800
F,90000201,1,0,0,0,0,0,22800
F,90000400,0,0,0,0,0,0,22800
F,90000401,1,0,0,0,0,0,22800
F,90000800,0,0,0,0,0,0,22800
F,90001000,0,0,0,0,0,0,22800
F,90001200,0,0,0,0,0,0,22800
F,90001201,1,0,0,0,0,0,22800
F,90001600,0,0,0,0,0,0,22800
F,90000000,0,0,0,0,0,0,22860
F,90000001,1,0,0,0,0,0,22860
F,90000200,0,0,0,0,0,0,22860
F,90000201,1,0,0,0,0,0,22860
F,90000400,0,0,0,0,0,0,22860
F,90000401,1,0,0,0,0,0,22860
F,90000800,0,0,0,0,0,0,22860
F,90001000,0,0,0,0,0,0,22860
F,90001200,0,0,0,0,0,0,22860
F,90001201,1,0,0,0,0,0,22860
F,90001600,0,0,0,0,0,0,22860
F,90000000,0,90,1,1,0,0,22920
F,90000001,1,0,1,0,0,0,22920
F,90000200,0,0,0,0,0,0,22920
F,90000201,1,0,0,0,0,0,22920
F,90000400,0,0,0,0,0,0,22920
F,90000401,1,0,0,0,0,0,22920
F,90000800,0,0,0,0,0,0,22920
F,90001000,0,0,0,0,0,0,22920
F,90001200,0,0,0,0,0,0,22920
F,90001201,1,0,0,0,0,0,22920
F,90001600,0,0,0,0,0,0,22920
F,90000000,0,90,1,1,0,0,22980
F,90000001,1,0,1,0,0,0,22980
F,90000200,0,0,0,0,0,0,22980
F,90000201,1,0,0,0,0,0,22980
F,90000400,0,0,0,0,0,0,22980
F,90000401,1,0,0,0,0,0,22980
F,90000800,0,0,0,0,0,0,22980
F,90001000,0,0,0,0,0,0,22980
F,90001200,0,0,0,0,0,0,22980
F,90001201,1,0,0,0,0,0,22980
F,90001600,0,0,0,0,0,0,22980
F,90000000,0,90,1,1,0,0,23040
F,90000001,1,0,1,0,0,0,23040
F,90000200,0,0,0,0,0,0,23040
F,90000201,1,0,0,0,0,0,23040
F,90000400,0,0,0,0,0,0,23040
F,90000401,1,0,0,0,0,0,23040
F,90000800,0,0,0,0,0,0,23040
F,90001000,0,0,0,0,0,0,23040
F,90001200,0,0,0,0,0,0,23040
F,90001201,1,0,0,0,0,0,23040
F,90001600,0,0,0,0,0,0,23040
F,90000000,0,90,1,1,0,0,23100
F,90000001,1,0,1,0,0,0,23100
F,90000200,0,0,0,0,0,0,23100
F,90000201,1,0,0,0,0,0,23100
F,90000400,0,0,0,0,0,0,23100
F,90000401,1,0,0,0,0,0,23100
F,90000800,0,0,0,0,0,0,23100
F,90001000,0,0,0,0,0,0,23100
F,90001200,0,0,0,0,0,0,23100
F,90001201,1,0,0,0,0,0,23100
F,90001600,0,0,0,0,0,0,23100
F,90000000,0,90,1,1,0,0,23160
F,90000001,1,0,1,0,0,0,23160
F,90000200,0,0,0,0,0,0,23160
F,90000201,1,0,0,0,0,0,23160
F,90000400,0,0,0,0,0,0,23160
F,90000401,1,0,0,0,0,0,23160
F,90000800,0,0,0,0,0,0,23160
F,90001000,0,0,0,0,0,0,23160
F,90001200,0,0,0,0,0,0,23160
F,90001201,1,0,0,0,0,0,23160
F,90001600,0,0,0,0,0,0,23160
F,90000000,0,90,1,1,0,0,23220
F,90000001,1,0,1,0,0,0,23220
F,90000200,0,0,0,0,0,0,23220
F,90000201,1,0,0,0,0,0,23220
F,90000400,0,0,0,0,0,0,23220
F,90000401,1,0,0,0,0,0,23220
F,90000800,0,0,0,0,0,0,23220
F,90001000,0,0,0,0,0,0,23220
F,90001200,0,0,0,0,0,0,23220
F,90001201,1,0,0,0,0,0,23220
F,90001600,0,0,0,0,0,0,23220
F,90000000,0,90,1,1,0,0,23280
F,90000001,1,0,1,0,0,0,23280
F,90000200,0,0,0,0,0,0,23280
F,90000201,1,0,0,0,0,0,23280
F,90000400,0,0,0,0,0,0,23280
F,90000401,1,0,0,0,0,0,23280
F,90000800,0,0,0,0,0,0,23280
F,90001000,0,0,0,0,0,0,23280
F,90001200,0,0,0,0,0,0,23280
F,90001201,1,0,0,0,0,0,23280
F,90001600,0,0,0,0,0,0,23280
F,90000000,0,90,1,1,0,0,23340
F,90000001,1,0,1,0,0,0,23340
F,90000200,0,0,0,0,0,0,23340
F,90000201,1,0,0,0,0,0,23340
F,90000400,0,0,0,0,0,0,23340
F,90000401,1,0,0,0,0,0,23340
F,90000800,0,0,0,0,0,0,23340
F,90001000,0,0,0,0,0,0,23340
F,90001200,0,0,0,0,0,0,23340
F,90001201,1,0,0,0,0,0,23340
F,90001600,0,0,0,0,0,0,23340
F,90000000,0,90,1,1,0,0,23400
F,90000001,1,0,1,0,0,0,23400
F,90000200,0,0,0,0,0,0,23400
F,90000201,1,0,0,0,0,0,23400
F,90000400,0,0,0,0,0,0,23400
F,90000401,1,0,0,0,0,0,23400
F,90000800,0,0,0,0,0,0,23400
F,90001000,0,0,0,0,0,0,23400
F,90001200,0,0,0,0,0,0,23400
F,90001201,1,0,0,0,0,0,23400
F,90001600,0,0,0,0,0,0,23400
F,90000000,0,90,1,1,0,0,23460
F,90000001,1,0,1,0,0,0,23460
F,90000200,0,0,0,0,0,0,23460
F,90000201,1,0,0,0,0,0,23460
F,90000400,0,0,0,0,0,0,23460
F,90000401,1,0,0,0,0,0,23460
F,90000800,0,0,0,0,0,0,23460
F,90001000,0,0,0,0,0,0,23460
F,90001200,0,0,0,0,0,0,23460
F,90001201,1,0,0,0,0,0,23460
F,90001600,0,0,0,0,0,0,23460
F,90000000,0,90,1,1,0,0,23520
F,90000001,1,0,1,0,0,0,23520
F,90000200,0,0,0,0,0,0,23520
F,90000201,1,0,0,0,0,0,23520
F,90000400,0,0,0,0,0,0,23520
F,90000401,1,0,0,0,0,0,23520
F,90000800,0,0,0,0,0,0,23520
F,90001000,0,0,0,0,0,0,23520
F,90001200,0,0,0,0,0,0,23520
F,90001201,1,0,0,0,0,0,23520
F,90001600,0,0,0,0,0,0,23520
F,90000000,0,90,1,1,0,0,23580
F,90000001,1,0,1,0,0,0,23580
F,90000200,0,0,0,0,0,0,23580
F,90000201,1,0,0,0,0,0,23580
F,90000400,0,0,0,0,0,0,23580
F,90000401,1,0,0,0,0,0,23580
F,90000800,0,0,0,0,0,0,23580
F,90001000,0,0,0,0,0,0,23580
F,90001200,0,0,0,0,0,0,23580
F,90001201,1,0,0,0,0,0,23580
F,90001600,0,0,0,0,0,0,23580
F,90000000,0,90,1,1,0,0,23640
F,90000001,1,0,1,0,0,0,23640
F,90000200,0,0,0,0,0,0,23640
F,90000201,1,0,0,0,0,0,23640
F,90000400,0,0,0,0,0,0,23640
F,90000401,1,0,0,0,0,0,23640
F,90000800,0,0,0,0,0,0,23640
F,90001000,0,0,0,0,0,0,23640
F,90001200,0,0,0,0,0,0,23640
F,90001201,1,0,0,0,0,0,23640
F,90001600,0,0,0,0,0,0,23640
F,90000000,0,90,1,1,0,0,23700
F,90000001,1,0,1,0,0,0,23700
F,90000200,0,0,0,0,0,0,23700
F,90000201,1,0,0,0,0,0,23700
F,90000400,0,0,0,0,0,0,23700
F,90000401,1,0,0,0,0,0,23700
F,90000800,0,0,0,0,0,0,23700
F,90001000,0,0,0,0,0,0,23700
F,90001200,0,0,0,0,0,0,23700
F,90001201,1,0,0,0,0,0,23700
F,90001600,0,0,0,0,0,0,23700
F,90000000,0,90,1,1,0,0,23760
F,90000001,1,0,1,0,0,0,23760
F,90000200,0,0,0,0,0,0,23760
F,90000201,1,0,0,0,0,0,23760
F,90000400,0,0,0,0,0,0,23760
F,90000401,1,0,0,0,0,0,23760
F,90000800,0,0,0,0,0,0,23760
F,90001000,0,0,0,0,0,0,23760
F,90001200,0,0,0,0,0,0,23760
F,90001201,1,0,0,0,0,0,23760
F,90001600,0,0,0,0,0,0,23760
F,90000000,0,90,1,1,0,0,23820
F,90000001,1,0,1,0,0,0,23820
F,90000200,0,0,0,0,0,0,23820
F,90000201,1,0,0,0,0,0,23820
F,90000400,0,0,0,0,0,0,23820
F,90000401,1,0,0,0,0,0,23820
F,90000800,0,0,0,0,0,0,23820
F,90001000,0,0,0,0,0,0,23820
F,90001200,0,0,0,0,0,0,23820
F,90001201,1,0,0,0,0,0,23820
F,90001600,0,0,0,0,0,0,23820
F,90000000,0,90,1,1,0,0,23880
F,90000001,1,0,1,0,0,0,23880
F,90000200,0,0,0,0,0,0,23880
F,90000201,1,0,0,0,0,0,23880
F,90000400,0,0,0,0,0,0,23880
F,90000401,1,0,0,0,0,0,23880
F,90000800,0,0,0,0,0,0,23880
F,90001000,0,0,0,0,0,0,23880
F,90001200,0,0,0,0,0,0,23880
F,90001201,1,0,0,0,0,0,23880
F,90001600,0,0,0,0,0,0,23880
F,90000000,0,90,1,1,0,0,23940
F,90000001,1,0,1,0,0,0,23940
F,90000200,0,0,0,0,0,0,23940
F,90000201,1,0,0,0,0,0,23940
F,90000400,0,0,0,0,0,0,23940
F,90000401,1,0,0,0,0,0,23940
F,90000800,0,0,0,0,0,0,23940
F,90001000,0,0,0,0,0,0,23940
F,90001200,0,0,0,0,0,0,23940
F,90001201,1,0,0,0,0,0,23940
F,90001600,0,0,0,0,0,0,23940
F,90000000,0,90,1,1,0,0,24000
F,90000001,1,0,1,0,0,0,24000
F,90000200,0,0,0,0,0,0,24000
F,90000201,1,0,0,0,0,0,24000
F,90000400,0,0,0,0,0,0,24000
F,90000401,1,0,0,0,0,0,24000
F,90000800,0,0,0,0,0,0,24000
F,90001000,0,0,0,0,0,0,24000
F,90001200,0,0,0,0,0,0,24000
F,90001201,1,0,0,0,0,0,24000
F,90001600,0,0,0,0,0,0,24000
F,90000000,0,90,1,1,0,0,24060
F,90000001,1,0,1,0,0,0,24060
F,90000200,0,0,0,0,0,0,24060
F,90000201,1,0,0,0,0,0,24060
F,90000400,0,0,0,0,0,0,24060
F,90000401,1,0,0,0,0,0,24060
F,90000800,0,0,0,0,0,0,24060
F,90001000,0,0,0,0,0,0,24060
F,90001200,0,0,0,0,0,0,24060
F,90001201,1,0,0,0,0,0,24060
F,90001600,0,0,0,0,0,0,24060
F,90000000,0,90,1,1,0,0,24120
F,90000001,1,0,1,0,0,0,24120
F,90000200,0,0,0,0,0,0,24120
F,90000201,1,0,0,0,0,0,24120
F,90000400,0,0,0,0,0,0,24120
F,90000401,1,0,0,0,0,0,24120
F,90000800,0,0,0,0,0,0,24120
F,90001000,0,0,0,0,0,0,24120
F,90001200,0,0,0,0,0,0,24120
F,90001201,1,0,0,0,0,0,24120
F,90001600,0,0,0,0,0,0,24120
F,90000000,0,90,1,1,0,0,24180
F,90000001,1,0,1,0,0,0,24180
F,90000200,0,0,0,0,0,0,24180
F,90000201,1,0,0,0,0,0,24180
F,90000400,0,0,0,0,0,0,24180
F,90000401,1,0,0,0,0,0,24180
F,90000800,0,0,0,0,0,0,24180
F,90001000,0,0,0,0,0,0,24180
F,90001200,0,0,0,0,0,0,24180
F,90001201,1,0,0,0,0,0,24180
F,90001600,0,0,0,0,0,0,24180
F,90000000,0,90,1,1,0,0,24240
F,90000001,1,0,1,0,0,0,24240
F,90000200,0,0,0,0,0,0,24240
F,90000201,1,0,0,0,0,0,24240
F,90000400,0,0,0,0,0,0,24240
F,90000401,1,0,0,0,0,0,24240
F,90000800,0,0,0,0,0,0,24240
F,90001000,0,0,0,0,0,0,24240
F,90001200,0,0,0,0,0,0,24240
F,90001201,1,0,0,0,0,0,24240
F,90001600,0,0,0,0,0,0,24240
F,90000000,0,90,1,1,0,0,24300
F,90000001,1,0,1,0,0,0,24300
F,90000200,0,0,0,0,0,0,24300
F,90000201,1,0,0,0,0,0,24300
F,90000400,0,0,0,0,0,0,24300
F,90000401,1,0,0,0,0,0,24300
F,90000800,0,0,0,0,0,0,24300
F,90001000,0,0,0,0,0,0,24300
F,90001200,0,0,0,0,0,0,24300
F,90001201,1,0,0,0,0,0,24300
F,90001600,0,0,0,0,0,0,24300
F,90000000,0,0,0,0,0,0,24360
F,90000001,1,0,0,0,0,0,24360
F,90000200,0,0,0,0,0,0,24360
F,90000201,1,0,0,0,0,0,24360
F,90000400,0,0,0,0,0,0,24360
F,90000401,1,0,0,0,0,0,24360
F,90000800,0,0,0,0,0,0,24360
F,90001000,0,0,0,0,0,0,24360
F,90001200,0,0,0,0,0,0,24360
F,90001201,1,0,0,0,0,0,24360
F,90001600,0,0,0,0,0,0,24360
F,90000000,0,0,0,0,0,0,24420
F,90000001,1,0,0,0,0,0,24420
F,90000200,0,0,0,0,0,0,24420
F,90000201,1,0,0,0,0,0,24420
F,90000400,0,0,0,0,0,0,24420
F,90000401,1,0,0,0,0,0,24420
F,90000800,0,0,0,0,0,0,24420
F,90001000,0,0,0,0,0,0,24420
F,90001200,0,0,0,0,0,0,24420
F,90001201,1,0,0,0,0,0,24420
F,90001600,0,0,0,0,0,0,24420
F,90000000,0,0,0,0,0,0,24480
F,90000001,1,0,0,0,0,0,24480
F,90000200,0,0,0,0,0,0,24480
F,90000201,1,0,0,0,0,0,24480
F,90000400,0,0,0,0,0,0,24480
F,90000401,1,0,0,0,0,0,24480
F,90000800,0,0,0,0,0,0,24480
F,90001000,0,0,0,0,0,0,24480
F,90001200,0,0,0,0,0,0,24480
F,90001201,1,0,0,0,0,0,24480
F,90001600,0,0,0,0,0,0,24480
F,90000000,0,0,0,0,0,0,24540
F,90000001,1,0,0,0,0,0,24540
F,90000200,0,0,0,0,0,0,24540
F,90000201,1,0,0,0,0,0,24540
F,90000400,0,0,0,0,0,0,24540
F,90000401,1,0,0,0,0,0,24540
F,90000800,0,0,0,0,0,0,24540
F,90001000,0,0,0,0,0,0,24540
F,90001200,0,0,0,0,0,0,24540
F,90001201,1,0,0,0,0,0,24540
F,90001600,0,0,0,0,0,0,24540
F,90000000,0,0,0,0,0,0,24600
F,90000001,1,0,0,0,0,0,24600
F,90000200,0,0,0,0,0,0,24600
F,90000201,1,0,0,0,0,0,24600
F,90000400,0,0,0,0,0,0,24600
F,90000401,1,0,0,0,0,0,24600
F,90000800,0,0,0,0,0,0,24600
F,90001000,0,0,0,0,0,0,24600
F,90001200,0,0,0,0,0,0,24600
F,90001201,1,0,0,0,0,0,24600
F,90001600,0,0,0,0,0,0,24600
F,90000000,0,0,0,0,0,0,24660
F,90000001,1,0,0,0,0,0,24660
F,90000200,0,0,0,0,0,0,24660
F,90000201,1,0,0,0,0,0,24660
F,90000400,0,0,0,0,0,0,24660
F,90000401,1,0,0,0,0,0,24660
F,90000800,0,0,0,0,0,0,24660
F,90001000,0,0,0,0,0,0,24660
F,90001200,0,0,0,0,0,0,24660
F,90001201,1,0,0,0,0,0,24660
F,90001600,0,0,0,0,0,0,24660
F,90000000,0,0,0,0,0,0,24720
F,90000001,1,0,0,0,0,0,24720
F,90000200,0,0,0,0,0,0,24720
F,90000201,1,0,0,0,0,0,24720
F,90000400,0,0,0,0,0,0,24720
F,90000401,1,0,0,0,0,0,24720
F,90000800,0,0,0,0,0,0,24720
F,90001000,0,0,0,0,0,0,24720
F,90001200,0,0,0,0,0,0,24720
F,90001201,1,0,0,0,0,0,24720
F,90001600,0,0,0,0,0,0,24720
F,90000000,0,0,0,0,0,0,24780
F,90000001,1,0,0,0,0,0,24780
F,90000200,0,0,0,0,0,0,24780
F,90000201,1,0,0,0,0,0,24780
F,90000400,0,0,0,0,0,0,24780
F,90000401,1,0,0,0,0,0,24780
F,90000800,0,0,0,0,0,0,24780
F,90001000,0,0,0,0,0,0,24780
F,90001200,0,0,0,0,0,0,24780
F,90001201,1,0,0,0,0,0,24780
F,90001600,0,0,0,0,0,0,24780
F,90000000,0,0,0,0,0,0,24840
F,90000001,1,0,0,0,0,0,24840
F,90000200,0,0,0,0,0,0,24840
F,90000201,1,0,0,0,0,0,24840
F,90000400,0,0,0,0,0,0,24840
F,90000401,1,0,0,0,0,0,24840
F,90000800,0,0,0,0,0,0,24840
F,90001000,0,0,0,0,0,0,24840
F,90001200,0,0,0,0,0,0,24840
F,90001201,1,0,0,0,0,0,24840
F,90001600,0,0,0,0,0,0,24840
F,90000000,0,0,0,0,0,0,24900
F,90000001,1,0,0,0,0,0,24900
F,90000200,0,0,0,0,0,0,24900
F,90000201,1,0,0,0,0,0,24900
F,90000400,0,0,0,0,0,0,24900
F,90000401,1,0,0,0,0,0,24900
F,90000800,0,0,0,0,0,0,24900
F,90001000,0,0,0,0,0,0,24900
F,90001200,0,0,0,0,0,0,24900
F,90001201,1,0,0,0,0,0,24900
F,90001600,0,0,0,0,0,0,24900
F,90000000,0,0,0,0,0,0,24960
F,90000001,1,0,0,0,0,0,24960
F,90000200,0,0,0,0,0,0,24960
F,90000201,1,0,0,0,0,0,24960
F,90000400,0,0,0,0,0,0,24960
F,90000401,1,0,0,0,0,0,24960
F,90000800,0,0,0,0,0,0,24960
F,90001000,0,0,0,0,0,0,24960
F,90001200,0,0,0,0,0,0,24960
F,90001201,1,0,0,0,0,0,24960
F,90001600,0,0,0,0,0,0,24960
F,90000000,0,0,0,0,0,0,25020
F,90000001,1,0,0,0,0,0,25020
F,90000200,0,0,0,0,0,0,25020
F,90000201,1,0,0,0,0,0,25020
F,90000400,0,0,0,0,0,0,25020
F,90000401,1,0,0,0,0,0,25020
F,90000800,0,0,0,0,0,0,25020
F,90001000,0,0,0,0,0,0,25020
F,90001200,0,0,0,0,0,0,25020
F,90001201,1,0,0,0,0,0,25020
F,90001600,0,0,0,0,0,0,25020
F,90000000,0,0,0,0,0,0,25080
F,90000001,1,0,0,0,0,0,25080
F,90000200,0,0,0,0,0,0,25080
F,90000201,1,0,0,0,0,0,25080
F,90000400,0,0,0,0,0,0,25080
F,90000401,1,0,0,0,0,0,25080
F,90000800,0,0,0,0,0,0,25080
F,90001000,0,0,0,0,0,0,25080
F,90001200,0,0,0,0,0,0,25080
F,90001201,1,0,0,0,0,0,25080
F,90001600,0,0,0,0,0,0,25080
F,90000000,0,0,0,0,0,0,25140
F,90000001,1,0,0,0,0,0,25140
F,90000200,0,0,0,0,0,0,25140
F,90000201,1,0,0,0,0,0,25140
F,90000400,0,0,0,0,0,0,25140
F,90000401,1,0,0,0,0,0,25140
F,90000800,0,0,0,0,0,0,25140
F,90001000,0,0,0,0,0,0,25140
F,90001200,0,0,0,0,0,0,25140
F,90001201,1,0,0,0,0,0,25140
F,90001600,0,0,0,0,0,0,25140
F,90000000,0,0,0,0,0,0,25200
F,90000001,1,0,0,0,0,0,25200
F,90000200,0,0,0,0,0,0,25200
F,90000201,1,0,0,0,0,0,25200
F,90000400,0,0,0,0,0,0,25200
F,90000401,1,0,0,0,0,0,25200
F,90000800,0,0,0,0,0,0,25200
F,90001000,0,0,0,0,0,0,25200
F,90001200,0,0,0,0,0,0,25200
F,90001201,1,0,0,0,0,0,25200
F,90001600,0,0,0,0,0,0,25200
F,90000000,0,0,0,0,0,0,25260
F,90000001,1,0,0,0,0,0,25260
F,90000200,0,0,0,0,0,0,25260
F,90000201,1,0,0,0,0,0,25260
F,90000400,0,0,0,0,0,0,25260
F,90000401,1,0,0,0,0,0,25260
F,90000800,0,0,0,0,0,0,25260
F,90001000,0,0,0,0,0,0,25260
F,90001200,0,0,0,0,0,0,25260
F,90001201,1,0,0,0,0,0,25260
F,90001600,0,0,0,0,0,0,25260
F,90000000,0,0,0,0,0,0,25320
F,90000001,1,0,0,0,0,0,25320
F,90000200,0,0,0,0,0,0,25320
F,90000201,1,0,0,0,0,0,25320
F,90000400,0,0,0,0,0,0,25320
F,90000401,1,0,0,0,0,0,25320
F,90000800,0,0,0,0,0,0,25320
F,90001000,0,0,0,0,0,0,25320
F,90001200,0,0,0,0,0,0,25320
F,90001201,1,0,0,0,0,0,25320
F,90001600,0,0,0,0,0,0,25320
F,90000000,0,0,0,0,0,0,25380
F,90000001,1,0,0,0,0,0,25380
F,90000200,0,0,0,0,0,0,25380
F,90000201,1,0,0,0,0,0,25380
F,90000400,0,0,0,0,0,0,25380
F,90000401,1,0,0,0,0,0,25380
F,90000800,0,0,0,0,0,0,25380
F,90001000,0,0,0,0,0,0,25380
F,90001200,0,0,0,0,0,0,25380
F,90001201,1,0,0,0,0,0,25380
F,90001600,0,0,0,0,0,0,25380
F,90000000,0,0,0,0,0,0,25440
F,90000001,1,0,0,0,0,0,25440
F,90000200,0,0,0,0,0,0,25440
F,90000201,1,0,0,0,0,0,25440
F,90000400,0,0,0,0,0,0,25440
F,90000401,1,0,0,0,0,0,25440
F,90000800,0,0,0,0,0,0,25440
F,90001000,0,0,0,0,0,0,25440
F,90001200,0,0,0,0,0,0,25440
F,90001201,1,0,0,0,0,0,25440
F,90001600,0,0,0,0,0,0,25440
F,90000000,0,0,0,0,0,0,25500
F,90000001,1,0,0,0,0,0,25500
F,90000200,0,0,0,0,0,0,25500
F,90000201,1,0,0,0,0,0,25500
F,90000400,0,0,0,0,0,0,25500
F,90000401,1,0,0,0,0,0,25500
F,90000800,0,0,0,0,0,0,25500
F,90001000,0,0,0,0,0,0,25500
F,90001200,0,0,0,0,0,0,25500
F,90001201,1,0,0,0,0,0,25500
F,90001600,0,0,0,0,0,0,25500
F,90000000,0,0,0,0,0,0,25560
F,90000001,1,0,0,0,0,0,25560
F,90000200,0,0,0,0,0,0,25560
F,90000201,1,0,0,0,0,0,25560
F,90000400,0,0,0,0,0,0,25560
F,90000401,1,0,0,0,0,0,25560
F,90000800,0,0,0,0,0,0,25560
F,90001000,0,0,0,0,0,0,25560
F,90001200,0,0,0,0,0,0,25560
F,90001201,1,0,0,0,0,0,25560
F,90001600,0,0,0,0,0,0,25560
F,90000000,0,0,0,0,0,0,25620
F,90000001,1,0,0,0,0,0,25620
F,90000200,0,0,0,0,0,0,25620
F,90000201,1,0,0,0,0,0,25620
F,90000400,0,0,0,0,0,0,25620
F,90000401,1,0,0,0,0,0,25620
F,90000800,0,0,0,0,0,0,25620
F,90001000,0,0,0,0,0,0,25620
F,90001200,0,0,0,0,0,0,25620
F,90001201,1,0,0,0,0,0,25620
F,90001600,0,0,0,0,0,0,25620
F,90000000,0,0,0,0,0,0,25680
F,90000001,1,0,0,0,0,0,25680
F,90000200,0,0,0,0,0,0,25680
F,90000201,1,0,0,0,0,0,25680
F,90000400,0,0,0,0,0,0,25680
F,90000401,1,0,0,0,0,0,25680
F,90000800,0,0,0,0,0,0,25680
F,90001000,0,0,0,0,0,0,25680
F,90001200,0,0,0,0,0,0,25680
F,90001201,1,0,0,0,0,0,25680
F,90001600,0,0,0,0,0,0,25680
F,90000000,0,0,0,0,0,0,25740
F,90000001,1,0,0,0,0,0,25740
F,90000200,0,0,0,0,0,0,25740
F,90000201,1,0,0,0,0,0,25740
F,90000400,0,0,0,0,0,0,25740
F,90000401,1,0,0,0,0,0,25740
F,90000800,0,0,0,0,0,0,25740
F,90001000,0,0,0,0,0,0,25740
F,90001200,0,0,0,0,0,0,25740
F,90001201,1,0,0,0,0,0,25740
F,90001600,0,0,0,0,0,0,25740
F,90000000,0,0,0,0,0,0,25800
F,90000001,1,0,0,0,0,0,25800
F,90000200,0,0,0,0,0,0,25800
F,90000201,1,0,0,0,0,0,25800
F,90000400,0,0,0,0,0,0,25800
F,90000401,1,0,0,0,0,0,25800
F,90000800,0,0,0,0,0,0,25800
F,90001000,0,0,0,0,0,0,25800
F,90001200,0,0,0,0,0,0,25800
F,90001201,1,0,0,0,0,0,25800
F,90001600,0,0,0,0,0,0,25800
F,90000000,0,0,0,0,0,0,25860
F,90000001,1,0,0,0,0,0,25860
F,90000200,0,0,0,0,0,0,25860
F,90000201,1,0,0,0,0,0,25860
F,90000400,0,0,0,0,0,0,25860
F,90000401,1,0,0,0,0,0,25860
F,90000800,0,0,0,0,0,0,25860
F,90001000,0,0,0,0,0,0,25860
F,90001200,0,0,0,0,0,0,25860
F,90001201,1,0,0,0,0,0,25860
F,90001600,0,0,0,0,0,0,25860
F,90000000,0,0,0,0,0,0,25920
F,90000001,1,0,0,0,0,0,25920
F,90000200,0,0,0,0,0,0,25920
F,90000201,1,0,0,0,0,0,25920
F,90000400,0,0,0,0,0,0,25920
F,90000401,1,0,0,0,0,0,25920
F,90000800,0,0,0,0,0,0,25920
F,90001000,0,0,0,0,0,0,25920
F,90001200,0,0,0,0,0,0,25920
F,90001201,1,0,0,0,0,0,25920
F,90001600,0,0,0,0,0,0,25920
F,90000000,0,0,0,0,0,0,25980
F,90000001,1,0,0,0,0,0,25980
F,90000200,0,0,0,0,0,0,25980
F,90000201,1,0,0,0,0,0,25980
F,90000400,0,0,0,0,0,0,25980
F,90000401,1,0,0,0,0,0,25980
F,90000800,0,0,0,0,0,0,25980
F,90001000,0,0,0,0,0,0,25980
F,90001200,0,0,0,0,0,0,25980
F,90001201,1,0,0,0,0,0,25980
F,90001600,0,0,0,0,0,0,25980
F,90000000,0,0,0,0,0,0,26040
F,90000001,1,0,0,0,0,0,26040
F,90000200,0,0,0,0,0,0,26040
F,90000201,1,0,0,0,0,0,26040
F,90000400,0,0,0,0,0,0,26040
F,90000401,1,0,0,0,0,0,26040
F,90000800,0,0,0,0,0,0,26040
F,90001000,0,0,0,0,0,0,26040
F,90001200,0,0,0,0,0,0,26040
F,90001201,1,0,0,0,0,0,26040
F,90001600,0,0,0,0,0,0,26040
F,90000000,0,0,0,0,0,0,26100
F,90000001,1,0,0,0,0,0,26100
F,90000200,0,0,0,0,0,0,26100
F,90000201,1,0,0,0,0,0,26100
F,90000400,0,0,0,0,0,0,26100
F,90000401,1,0,0,0,0,0,26100
F,90000800,0,0,0,0,0,0,26100
F,90001000,0,0,0,0,0,0,26100
F,90001200,0,0,0,0,0,0,26100
F,90001201,1,0,0,0,0,0,26100
F,90001600,0,0,0,0,0,0,26100
F,90000000,0,0,0,0,0,0,26160
F,90000001,1,0,0,0,0,0,26160
F,90000200,0,0,0,0,0,0,26160
F,90000201,1,0,0,0,0,0,26160
F,90000400,0,0,0,0,0,0,26160
F,90000401,1,0,0,0,0,0,26160
F,90000800,0,0,0,0,0,0,26160
F,90001000,0,0,0,0,0,0,26160
F,90001200,0,0,0,0,0,0,26160
F,90001201,1,0,0,0,0,0,26160
F,90001600,0,0,0,0,0,0,26160
F,90000000,0,0,0,0,0,0,26220
F,90000001,1,0,0,0,0,0,26220
F,90000200,0,0,0,0,0,0,26220
F,90000201,1,0,0,0,0,0,26220
F,90000400,0,0,0,0,0,0,26220
F,90000401,1,0,0,0,0,0,26220
F,90000800,0,0,0,0,0,0,26220
F,90001000,0,0,0,0,0,0,26220
F,90001200,0,0,0,0,0,0,26220
F,90001201,1,0,0,0,0,0,26220
F,90001600,0,0,0,0,0,0,26220
F,90000000,0,0,0,0,0,0,26280
F,90000001,1,0,0,0,0,0,26280
F,90000200,0,0,0,0,0,0,26280
F,90000201,1,0,0,0,0,0,26280
F,90000400,0,0,0,0,0,0,26280
F,90000401,1,0,0,0,0,0,26280
F,90000800,0,0,0,0,0,0,26280
F,90001000,0,0,0,0,0,0,26280
F,90001200,0,0,0,0,0,0,26280
F,90001201,1,0,0,0,0,0,26280
F,90001600,0,0,0,0,0,0,26280
F,90000000,0,0,0,0,0,0,26340
F,90000001,1,0,0,0,0,0,26340
F,90000200,0,0,0,0,0,0,26340
F,90000201,1,0,0,0,0,0,26340
F,90000400,0,0,0,0,0,0,26340
F,90000401,1,0,0,0,0,0,26340
F,90000800,0,0,0,0,0,0,26340
F,90001000,0,0,0,0,0,0,26340
F,90001200,0,0,0,0,0,0,26340
F,90001201,1,0,0,0,0,0,26340
F,90001600,0,0,0,0,0,0,26340
F,90000000,0,0,0,0,0,0,26400
F,90000001,1,0,0,0,0,0,26400
F,90000200,0,0,0,0,0,0,26400
F,90000201,1,0,0,0,0,0,26400
