Type,Csid,Cgrid,Cap_kW,waitingLine,Vol_0min,Vol_30min,Vol_60min,ElapsedTime
F,90001000,0,0,0,0,0,0,38220
F,90001200,0,0,0,0,0,0,38220
F,90001201,1,0,0,0,0,0,38220
F,90001600,0,0,0,0,0,0,38220
F,90000000,0,90,2,1,0,0,38280
F,90000001,1,90,2,1,0,0,38280
F,90000200,0,0,0,0,0,0,38280
F,90000201,1,0,0,0,0,0,38280
F,90000400,0,0,0,0,0,0,38280
F,90000401,1,0,0,0,0,0,38280
F,90000800,0,0,0,0,0,0,38280
F,90001000,0,0,0,0,0,0,38280
F,90001200,0,0,0,0,0,0,38280
F,90001201,1,0,0,0,0,0,38280
F,90001600,0,0,0,0,0,0,38280
F,90000000,0,90,2,1,0,0,38340
F,90000001,1,90,2,1,0,0,38340
F,90000200,0,0,0,0,0,0,38340
F,90000201,1,0,0,0,0,0,38340
F,90000400,0,0,0,0,0,0,38340
F,90000401,1,0,0,0,0,0,38340
F,90000800,0,0,0,0,0,0,38340
F,90001000,0,0,0,0,0,0,38340
F,90001200,0,0,0,0,0,0,38340
F,90001201,1,0,0,0,0,0,38340
F,90001600,0,0,0,0,0,0,38340
F,90000000,0,0,1,0,0,0,38400
F,90000001,1,90,1,1,0,0,38400
F,90000200,0,0,0,0,0,0,38400
F,90000201,1,0,0,0,0,0,38400
F,90000400,0,0,0,0,0,0,38400
F,90000401,1,0,0,0,0,0,38400
F,90000800,0,0,0,0,0,0,38400
F,90001000,0,0,0,0,0,0,38400
F,90001200,0,0,0,0,0,0,38400
F,90001201,1,0,0,0,0,0,38400
F,90001600,0,0,0,0,0,0,38400
F,90000000,0,0,1,0,0,0,38460
F,90000001,1,90,1,1,0,0,38460
F,90000200,0,0,0,0,0,0,38460
F,90000201,1,0,0,0,0,0,38460
F,90000400,0,0,0,0,0,0,38460
F,90000401,1,0,0,0,0,0,38460
F,90000800,0,0,0,0,0,0,38460
F,90001000,0,0,0,0,0,0,38460
F,90001200,0,0,0,0,0,0,38460
F,90001201,1,0,0,0,0,0,38460
F,90001600,0,0,0,0,0,0,38460
F,90000000,0,0,1,0,0,0,38520
F,90000001,1,90,1,1,0,0,38520
F,90000200,0,0,0,0,0,0,38520
F,90000201,1,0,0,0,0,0,38520
F,90000400,0,90,1,1,0,0,38520
F,90000401,1,0,1,0,0,0,38520
F,90000800,0,0,0,0,0,0,38520
F,90001000,0,0,0,0,0,0,38520
F,90001200,0,0,0,0,0,0,38520
F,90001201,1,0,0,0,0,0,38520
F,90001600,0,0,0,0,0,0,38520
F,90000000,0,90,2,1,0,0,38580
F,90000001,1,90,2,1,0,0,38580
F,90000200,0,0,0,0,0,0,38580
F,90000201,1,0,0,0,0,0,38580
F,90000400,0,90,1,1,0,0,38580
F,90000401,1,0,1,0,0,0,38580
F,90000800,0,0,0,0,0,0,38580
F,90001000,0,0,0,0,0,0,38580
F,90001200,0,0,0,0,0,0,38580
F,90001201,1,0,0,0,0,0,38580
F,90001600,0,0,0,0,0,0,38580
F,90000000,0,90,2,1,0,0,38640
F,90000001,1,90,2,1,0,0,38640
F,90000200,0,0,0,0,0,0,38640
F,90000201,1,0,0,0,0,0,38640
F,90000400,0,90,1,1,0,0,38640
F,90000401,1,0,1,0,0,0,38640
F,90000800,0,0,0,0,0,0,38640
F,90001000,0,0,0,0,0,0,38640
F,90001200,0,0,0,0,0,0,38640
F,90001201,1,0,0,0,0,0,38640
F,90001600,0,0,0,0,0,0,38640
F,90000000,0,90,2,1,0,0,38700
F,90000001,1,90,2,1,0,0,38700
F,90000200,0,0,0,0,0,0,38700
F,90000201,1,0,0,0,0,0,38700
F,90000400,0,90,1,1,0,0,38700
F,90000401,1,0,1,0,0,0,38700
F,90000800,0,0,0,0,0,0,38700
F,90001000,0,0,0,0,0,0,38700
F,90001200,0,0,0,0,0,0,38700
F,90001201,1,0,0,0,0,0,38700
F,90001600,0,0,0,0,0,0,38700
F,90000000,0,90,2,1,0,0,38760
F,90000001,1,90,2,1,0,0,38760
F,90000200,0,0,0,0,0,0,38760
F,90000201,1,0,0,0,0,0,38760
F,90000400,0,90,1,1,0,0,38760
F,90000401,1,0,1,0,0,0,38760
F,90000800,0,0,0,0,0,0,38760
F,90001000,0,0,0,0,0,0,38760
F,90001200,0,0,0,0,0,0,38760
F,90001201,1,0,0,0,0,0,38760
F,90001600,0,0,0,0,0,0,38760
F,90000000,0,90,1,1,0,0,38820
F,90000001,1,0,1,0,0,0,38820
F,90000200,0,0,0,0,0,0,38820
F,90000201,1,0,0,0,0,0,38820
F,90000400,0,90,1,1,0,0,38820
F,90000401,1,0,1,0,0,0,38820
F,90000800,0,0,0,0,0,0,38820
F,90001000,0,0,0,0,0,0,38820
F,90001200,0,0,0,0,0,0,38820
F,90001201,1,0,0,0,0,0,38820
F,90001600,0,0,0,0,0,0,38820
F,90000000,0,90,1,1,0,0,38880
F,90000001,1,0,1,0,0,0,38880
F,90000200,0,0,0,0,0,0,38880
F,90000201,1,0,0,0,0,0,38880
F,90000400,0,90,1,1,0,0,38880
F,90000401,1,0,1,0,0,0,38880
F,90000800,0,0,0,0,0,0,38880
F,90001000,0,0,0,0,0,0,38880
F,90001200,0,0,0,0,0,0,38880
F,90001201,1,0,0,0,0,0,38880
F,90001600,0,0,0,0,0,0,38880
F,90000000,0,90,1,1,0,0,38940
F,90000001,1,0,1,0,0,0,38940
F,90000200,0,0,0,0,0,0,38940
F,90000201,1,0,0,0,0,0,38940
F,90000400,0,90,1,1,0,0,38940
F,90000401,1,0,1,0,0,0,38940
F,90000800,0,0,0,0,0,0,38940
F,90001000,0,0,0,0,0,0,38940
F,90001200,0,0,0,0,0,0,38940
F,90001201,1,0,0,0,0,0,38940
F,90001600,0,0,0,0,0,0,38940
F,90000000,0,90,1,1,0,0,39000
F,90000001,1,0,1,0,0,0,39000
F,90000200,0,0,0,0,0,0,39000
F,90000201,1,0,0,0,0,0,39000
F,90000400,0,90,1,1,0,0,39000
F,90000401,1,0,1,0,0,0,39000
F,90000800,0,0,0,0,0,0,39000
F,90001000,0,0,0,0,0,0,39000
F,90001200,0,0,0,0,0,0,39000
F,90001201,1,0,0,0,0,0,39000
F,90001600,0,0,0,0,0,0,39000
F,90000000,0,90,1,1,0,0,39060
F,90000001,1,0,1,0,0,0,39060
F,90000200,0,0,0,0,0,0,39060
F,90000201,1,0,0,0,0,0,39060
F,90000400,0,90,1,1,0,0,39060
F,90000401,1,0,1,0,0,0,39060
F,90000800,0,0,0,0,0,0,39060
F,90001000,0,0,0,0,0,0,39060
F,90001200,0,0,0,0,0,0,39060
F,90001201,1,0,0,0,0,0,39060
F,90001600,0,0,0,0,0,0,39060
F,90000000,0,90,1,1,0,0,39120
F,90000001,1,0,1,0,0,0,39120
F,90000200,0,0,0,0,0,0,39120
F,90000201,1,0,0,0,0,0,39120
F,90000400,0,90,1,1,0,0,39120
F,90000401,1,0,1,0,0,0,39120
F,90000800,0,0,0,0,0,0,39120
F,90001000,0,0,0,0,0,0,39120
F,90001200,0,0,0,0,0,0,39120
F,90001201,1,0,0,0,0,0,39120
F,90001600,0,0,0,0,0,0,39120
F,90000000,0,90,1,1,0,0,39180
F,90000001,1,0,1,0,0,0,39180
F,90000200,0,0,0,0,0,0,39180
F,90000201,1,0,0,0,0,0,39180
F,90000400,0,90,1,1,0,0,39180
F,90000401,1,0,1,0,0,0,39180
F,90000800,0,0,0,0,0,0,39180
F,90001000,0,0,0,0,0,0,39180
F,90001200,0,0,0,0,0,0,39180
F,90001201,1,0,0,0,0,0,39180
F,90001600,0,0,0,0,0,0,39180
F,90000000,0,90,1,1,0,0,39240
F,90000001,1,0,1,0,0,0,39240
F,90000200,0,0,0,0,0,0,39240
F,90000201,1,0,0,0,0,0,39240
F,90000400,0,90,1,1,0,0,39240
F,90000401,1,0,1,0,0,0,39240
F,90000800,0,0,0,0,0,0,39240
F,90001000,0,0,0,0,0,0,39240
F,90001200,0,0,0,0,0,0,39240
F,90001201,1,0,0,0,0,0,39240
F,90001600,0,0,0,0,0,0,39240
F,90000000,0,90,1,1,0,0,39300
F,90000001,1,0,1,0,0,0,39300
F,90000200,0,0,0,0,0,0,39300
F,90000201,1,0,0,0,0,0,39300
F,90000400,0,90,1,1,0,0,39300
F,90000401,1,0,1,0,0,0,39300
F,90000800,0,0,0,0,0,0,39300
F,90001000,0,0,0,0,0,0,39300
F,90001200,0,0,0,0,0,0,39300
F,90001201,1,0,0,0,0,0,39300
F,90001600,0,0,0,0,0,0,39300
F,90000000,0,90,1,1,0,0,39360
F,90000001,1,0,1,0,0,0,39360
F,90000200,0,0,0,0,0,0,39360
F,90000201,1,0,0,0,0,0,39360
F,90000400,0,90,1,1,0,0,39360
F,90000401,1,0,1,0,0,0,39360
F,90000800,0,0,0,0,0,0,39360
F,90001000,0,0,0,0,0,0,39360
F,90001200,0,0,0,0,0,0,39360
F,90001201,1,0,0,0,0,0,39360
F,90001600,0,0,0,0,0,0,39360
F,90000000,0,90,1,1,0,0,39420
F,90000001,1,0,1,0,0,0,39420
F,90000200,0,0,0,0,0,0,39420
F,90000201,1,0,0,0,0,0,39420
F,90000400,0,90,1,1,0,0,39420
F,90000401,1,0,1,0,0,0,39420
F,90000800,0,0,0,0,0,0,39420
F,90001000,0,0,0,0,0,0,39420
F,90001200,0,0,0,0,0,0,39420
F,90001201,1,0,0,0,0,0,39420
F,90001600,0,0,0,0,0,0,39420
F,90000000,0,90,1,1,0,0,39480
F,90000001,1,0,1,0,0,0,39480
F,90000200,0,0,0,0,0,0,39480
F,90000201,1,0,0,0,0,0,39480
F,90000400,0,90,1,1,0,0,39480
F,90000401,1,0,1,0,0,0,39480
F,90000800,0,0,0,0,0,0,39480
F,90001000,0,0,0,0,0,0,39480
F,90001200,0,0,0,0,0,0,39480
F,90001201,1,0,0,0,0,0,39480
F,90001600,0,0,0,0,0,0,39480
F,90000000,0,90,1,1,0,0,39540
F,90000001,1,0,1,0,0,0,39540
F,90000200,0,0,0,0,0,0,39540
F,90000201,1,0,0,0,0,0,39540
F,90000400,0,90,1,1,0,0,39540
F,90000401,1,0,1,0,0,0,39540
F,90000800,0,0,0,0,0,0,39540
F,90001000,0,0,0,0,0,0,39540
F,90001200,0,0,0,0,0,0,39540
F,90001201,1,0,0,0,0,0,39540
F,90001600,0,0,0,0,0,0,39540
F,90000000,0,90,1,1,0,0,39600
F,90000001,1,0,1,0,0,0,39600
F,90000200,0,0,0,0,0,0,39600
F,90000201,1,0,0,0,0,0,39600
F,90000400,0,90,1,1,0,0,39600
F,90000401,1,0,1,0,0,0,39600
F,90000800,0,0,0,0,0,0,39600
F,90001000,0,0,0,0,0,0,39600
F,90001200,0,0,0,0,0,0,39600
F,90001201,1,0,0,0,0,0,39600
F,90001600,0,0,0,0,0,0,39600
F,90000000,0,90,1,1,0,0,39660
F,90000001,1,0,1,0,0,0,39660
F,90000200,0,0,0,0,0,0,39660
F,90000201,1,0,0,0,0,0,39660
F,90000400,0,90,1,1,0,0,39660
F,90000401,1,0,1,0,0,0,39660
F,90000800,0,0,0,0,0,0,39660
F,90001000,0,0,0,0,0,0,39660
F,90001200,0,0,0,0,0,0,39660
F,90001201,1,0,0,0,0,0,39660
F,90001600,0,0,0,0,0,0,39660
F,90000000,0,90,1,1,0,0,39720
F,90000001,1,0,1,0,0,0,39720
F,90000200,0,0,0,0,0,0,39720
F,90000201,1,0,0,0,0,0,39720
F,90000400,0,90,1,1,0,0,39720
F,90000401,1,0,1,0,0,0,39720
F,90000800,0,0,0,0,0,0,39720
F,90001000,0,0,0,0,0,0,39720
F,90001200,0,0,0,0,0,0,39720
F,90001201,1,0,0,0,0,0,39720
F,90001600,0,0,0,0,0,0,39720
F,90000000,0,90,1,1,0,0,39780
F,90000001,1,0,1,0,0,0,39780
F,90000200,0,0,0,0,0,0,39780
F,90000201,1,0,0,0,0,0,39780
F,90000400,0,90,1,1,0,0,39780
F,90000401,1,0,1,0,0,0,39780
F,90000800,0,0,0,0,0,0,39780
F,90001000,0,0,0,0,0,0,39780
F,90001200,0,0,0,0,0,0,39780
F,90001201,1,0,0,0,0,0,39780
F,90001600,0,0,0,0,0,0,39780
F,90000000,0,90,1,1,0,0,39840
F,90000001,1,0,1,0,0,0,39840
F,90000200,0,0,0,0,0,0,39840
F,90000201,1,0,0,0,0,0,39840
F,90000400,0,90,1,1,0,0,39840
F,90000401,1,0,1,0,0,0,39840
F,90000800,0,0,0,0,0,0,39840
F,90001000,0,0,0,0,0,0,39840
F,90001200,0,0,0,0,0,0,39840
F,90001201,1,0,0,0,0,0,39840
F,90001600,0,0,0,0,0,0,39840
F,90000000,0,90,1,1,0,0,39900
F,90000001,1,0,1,0,0,0,39900
F,90000200,0,0,0,0,0,0,39900
F,90000201,1,0,0,0,0,0,39900
F,90000400,0,90,1,1,0,0,39900
F,90000401,1,0,1,0,0,0,39900
F,90000800,0,0,0,0,0,0,39900
F,90001000,0,0,0,0,0,0,39900
F,90001200,0,0,0,0,0,0,39900
F,90001201,1,0,0,0,0,0,39900
F,90001600,0,0,0,0,0,0,39900
F,90000000,0,90,2,1,0,0,39960
F,90000001,1,90,2,1,0,0,39960
F,90000200,0,0,0,0,0,0,39960
F,90000201,1,0,0,0,0,0,39960
F,90000400,0,90,1,1,0,0,39960
F,90000401,1,0,1,0,0,0,39960
F,90000800,0,0,0,0,0,0,39960
F,90001000,0,0,0,0,0,0,39960
F,90001200,0,0,0,0,0,0,39960
F,90001201,1,0,0,0,0,0,39960
F,90001600,0,0,0,0,0,0,39960
F,90000000,0,0,1,0,0,0,40020
F,90000001,1,90,1,1,0,0,40020
F,90000200,0,0,0,0,0,0,40020
F,90000201,1,0,0,0,0,0,40020
F,90000400,0,0,0,0,0,0,40020
F,90000401,1,0,0,0,0,0,40020
F,90000800,0,0,0,0,0,0,40020
F,90001000,0,0,0,0,0,0,40020
F,90001200,0,0,0,0,0,0,40020
F,90001201,1,0,0,0,0,0,40020
F,90001600,0,0,0,0,0,0,40020
F,90000000,0,0,1,0,0,0,40080
F,90000001,1,90,1,1,0,0,40080
F,90000200,0,0,0,0,0,0,40080
F,90000201,1,0,0,0,0,0,40080
F,90000400,0,0,0,0,0,0,40080
F,90000401,1,0,0,0,0,0,40080
F,90000800,0,0,0,0,0,0,40080
F,90001000,0,0,0,0,0,0,40080
F,90001200,0,0,0,0,0,0,40080
F,90001201,1,0,0,0,0,0,40080
F,90001600,0,0,0,0,0,0,40080
F,90000000,0,0,1,0,0,0,40140
F,90000001,1,90,1,1,0,0,40140
F,90000200,0,0,0,0,0,0,40140
F,90000201,1,0,0,0,0,0,40140
F,90000400,0,0,0,0,0,0,40140
F,90000401,1,0,0,0,0,0,40140
F,90000800,0,0,0,0,0,0,40140
F,90001000,0,0,0,0,0,0,40140
F,90001200,0,0,0,0,0,0,40140
F,90001201,1,0,0,0,0,0,40140
F,90001600,0,0,0,0,0,0,40140
F,90000000,0,0,1,0,0,0,40200
F,90000001,1,90,1,1,0,0,40200
F,90000200,0,0,0,0,0,0,40200
F,90000201,1,0,0,0,0,0,40200
F,90000400,0,0,0,0,0,0,40200
F,90000401,1,0,0,0,0,0,40200
F,90000800,0,0,0,0,0,0,40200
F,90001000,0,0,0,0,0,0,40200
F,90001200,0,0,0,0,0,0,40200
F,90001201,1,0,0,0,0,0,40200
F,90001600,0,0,0,0,0,0,40200
F,90000000,0,0,1,0,0,0,40260
F,90000001,1,90,1,1,0,0,40260
F,90000200,0,0,0,0,0,0,40260
F,90000201,1,0,0,0,0,0,40260
F,90000400,0,0,0,0,0,0,40260
F,90000401,1,0,0,0,0,0,40260
F,90000800,0,0,0,0,0,0,40260
F,90001000,0,0,0,0,0,0,40260
F,90001200,0,0,0,0,0,0,40260
F,90001201,1,0,0,0,0,0,40260
F,90001600,0,0,0,0,0,0,40260
F,90000000,0,0,1,0,0,0,40320
F,90000001,1,90,1,1,0,0,40320
F,90000200,0,0,0,0,0,0,40320
F,90000201,1,0,0,0,0,0,40320
F,90000400,0,0,0,0,0,0,40320
F,90000401,1,0,0,0,0,0,40320
F,90000800,0,0,0,0,0,0,40320
F,90001000,0,0,0,0,0,0,40320
F,90001200,0,0,0,0,0,0,40320
F,90001201,1,0,0,0,0,0,40320
F,90001600,0,0,0,0,0,0,40320
F,90000000,0,0,1,0,0,0,40380
F,90000001,1,90,1,1,0,0,40380
F,90000200,0,90,1,1,0,0,40380
F,90000201,1,0,1,0,0,0,40380
F,90000400,0,0,0,0,0,0,40380
F,90000401,1,0,0,0,0,0,40380
F,90000800,0,0,0,0,0,0,40380
F,90001000,0,0,0,0,0,0,40380
F,90001200,0,0,0,0,0,0,40380
F,90001201,1,0,0,0,0,0,40380
F,90001600,0,0,0,0,0,0,40380
F,90000000,0,0,1,0,0,0,40440
F,90000001,1,90,1,1,0,0,40440
F,90000200,0,90,1,1,0,0,40440
F,90000201,1,0,1,0,0,0,40440
F,90000400,0,0,0,0,0,0,40440
F,90000401,1,0,0,0,0,0,40440
F,90000800,0,0,0,0,0,0,40440
F,90001000,0,0,0,0,0,0,40440
F,90001200,0,0,0,0,0,0,40440
F,90001201,1,0,0,0,0,0,40440
F,90001600,0,0,0,0,0,0,40440
F,90000000,0,0,1,0,0,0,40500
F,90000001,1,90,1,1,0,0,40500
F,90000200,0,90,1,1,0,0,40500
F,90000201,1,0,1,0,0,0,40500
F,90000400,0,0,0,0,0,0,40500
F,90000401,1,0,0,0,0,0,40500
F,90000800,0,0,0,0,0,0,40500
F,90001000,0,0,0,0,0,0,40500
F,90001200,0,0,0,0,0,0,40500
F,90001201,1,0,0,0,0,0,40500
F,90001600,0,0,0,0,0,0,40500
F,90000000,0,0,1,0,0,0,40560
F,90000001,1,90,1,1,0,0,40560
F,90000200,0,90,1,1,0,0,40560
F,90000201,1,0,1,0,0,0,40560
F,90000400,0,0,0,0,0,0,40560
F,90000401,1,0,0,0,0,0,40560
F,90000800,0,0,0,0,0,0,40560
F,90001000,0,0,0,0,0,0,40560
F,90001200,0,0,0,0,0,0,40560
F,90001201,1,0,0,0,0,0,40560
F,90001600,0,0,0,0,0,0,40560
F,90000000,0,0,1,0,0,0,40620
F,90000001,1,90,1,1,0,0,40620
F,90000200,0,90,1,1,0,0,40620
F,90000201,1,0,1,0,0,0,40620
F,90000400,0,0,0,0,0,0,40620
F,90000401,1,0,0,0,0,0,40620
F,90000800,0,0,0,0,0,0,40620
F,90001000,0,0,0,0,0,0,40620
F,90001200,0,0,0,0,0,0,40620
F,90001201,1,0,0,0,0,0,40620
F,90001600,0,0,0,0,0,0,40620
F,90000000,0,0,1,0,0,0,40680
F,90000001,1,90,1,1,0,0,40680
F,90000200,0,90,1,1,0,0,40680
F,90000201,1,0,1,0,0,0,40680
F,90000400,0,0,0,0,0,0,40680
F,90000401,1,0,0,0,0,0,40680
F,90000800,0,0,0,0,0,0,40680
F,90001000,0,0,0,0,0,0,40680
F,90001200,0,0,0,0,0,0,40680
F,90001201,1,0,0,0,0,0,40680
F,90001600,0,0,0,0,0,0,40680
F,90000000,0,0,1,0,0,0,40740
F,90000001,1,90,1,1,0,0,40740
F,90000200,0,90,1,1,0,0,40740
F,90000201,1,0,1,0,0,0,40740
F,90000400,0,0,0,0,0,0,40740
F,90000401,1,0,0,0,0,0,40740
F,90000800,0,0,0,0,0,0,40740
F,90001000,0,0,0,0,0,0,40740
F,90001200,0,0,0,0,0,0,40740
F,90001201,1,0,0,0,0,0,40740
F,90001600,0,0,0,0,0,0,40740
F,90000000,0,0,1,0,0,0,40800
F,90000001,1,90,1,1,0,0,40800
F,90000200,0,90,1,1,0,0,40800
F,90000201,1,0,1,0,0,0,40800
F,90000400,0,0,0,0,0,0,40800
F,90000401,1,0,0,0,0,0,40800
F,90000800,0,0,0,0,0,0,40800
F,90001000,0,0,0,0,0,0,40800
F,90001200,0,0,0,0,0,0,40800
F,90001201,1,0,0,0,0,0,40800
F,90001600,0,0,0,0,0,0,40800
F,90000000,0,0,1,0,0,0,40860
F,90000001,1,90,1,1,0,0,40860
F,90000200,0,90,1,1,0,0,40860
F,90000201,1,0,1,0,0,0,40860
F,90000400,0,0,0,0,0,0,40860
F,90000401,1,0,0,0,0,0,40860
F,90000800,0,0,0,0,0,0,40860
F,90001000,0,0,0,0,0,0,40860
F,90001200,0,0,0,0,0,0,40860
F,90001201,1,0,0,0,0,0,40860
F,90001600,0,0,0,0,0,0,40860
F,90000000,0,0,1,0,0,0,40920
F,90000001,1,90,1,1,0,0,40920
F,90000200,0,90,1,1,0,0,40920
F,90000201,1,0,1,0,0,0,40920
F,90000400,0,0,0,0,0,0,40920
F,90000401,1,0,0,0,0,0,40920
F,90000800,0,0,0,0,0,0,40920
F,90001000,0,0,0,0,0,0,40920
F,90001200,0,0,0,0,0,0,40920
F,90001201,1,0,0,0,0,0,40920
F,90001600,0,0,0,0,0,0,40920
F,90000000,0,90,2,1,0,0,40980
F,90000001,1,90,2,1,0,0,40980
F,90000200,0,90,1,1,0,0,40980
F,90000201,1,0,1,0,0,0,40980
F,90000400,0,0,0,0,0,0,40980
F,90000401,1,0,0,0,0,0,40980
F,90000800,0,0,0,0,0,0,40980
F,90001000,0,0,0,0,0,0,40980
F,90001200,0,0,0,0,0,0,40980
F,90001201,1,0,0,0,0,0,40980
F,90001600,0,0,0,0,0,0,40980
F,90000000,0,90,2,1,0,0,41040
F,90000001,1,90,2,1,0,0,41040
F,90000200,0,90,1,1,0,0,41040
F,90000201,1,0,1,0,0,0,41040
F,90000400,0,0,0,0,0,0,41040
F,90000401,1,0,0,0,0,0,41040
F,90000800,0,0,0,0,0,0,41040
F,90001000,0,0,0,0,0,0,41040
F,90001200,0,0,0,0,0,0,41040
F,90001201,1,0,0,0,0,0,41040
F,90001600,0,0,0,0,0,0,41040
F,90000000,0,90,2,1,0,0,41100
F,90000001,1,90,2,1,0,0,41100
F,90000200,0,90,1,1,0,0,41100
F,90000201,1,0,1,0,0,0,41100
F,90000400,0,0,0,0,0,0,41100
F,90000401,1,0,0,0,0,0,41100
F,90000800,0,0,0,0,0,0,41100
F,90001000,0,0,0,0,0,0,41100
F,90001200,0,0,0,0,0,0,41100
F,90001201,1,0,0,0,0,0,41100
F,90001600,0,0,0,0,0,0,41100
F,90000000,0,90,2,1,0,0,41160
F,90000001,1,90,2,1,0,0,41160
F,90000200,0,90,1,1,0,0,41160
F,90000201,1,0,1,0,0,0,41160
F,90000400,0,0,0,0,0,0,41160
F,90000401,1,0,0,0,0,0,41160
F,90000800,0,0,0,0,0,0,41160
F,90001000,0,0,0,0,0,0,41160
F,90001200,0,0,0,0,0,0,41160
F,90001201,1,0,0,0,0,0,41160
F,90001600,0,0,0,0,0,0,41160
F,90000000,0,90,2,1,0,0,41220
F,90000001,1,90,2,1,0,0,41220
F,90000200,0,90,1,1,0,0,41220
F,90000201,1,0,1,0,0,0,41220
F,90000400,0,0,0,0,0,0,41220
F,90000401,1,0,0,0,0,0,41220
F,90000800,0,0,0,0,0,0,41220
F,90001000,0,0,0,0,0,0,41220
F,90001200,0,0,0,0,0,0,41220
F,90001201,1,0,0,0,0,0,41220
F,90001600,0,0,0,0,0,0,41220
F,90000000,0,90,2,1,0,0,41280
F,90000001,1,90,2,1,0,0,41280
F,90000200,0,90,1,1,0,0,41280
F,90000201,1,0,1,0,0,0,41280
F,90000400,0,0,0,0,0,0,41280
F,90000401,1,0,0,0,0,0,41280
F,90000800,0,0,0,0,0,0,41280
F,90001000,0,0,0,0,0,0,41280
F,90001200,0,0,0,0,0,0,41280
F,90001201,1,0,0,0,0,0,41280
F,90001600,0,0,0,0,0,0,41280
F,90000000,0,90,2,1,0,0,41340
F,90000001,1,90,2,1,0,0,41340
F,90000200,0,90,1,1,0,0,41340
F,90000201,1,0,1,0,0,0,41340
F,90000400,0,0,0,0,0,0,41340
F,90000401,1,0,0,0,0,0,41340
F,90000800,0,0,0,0,0,0,41340
F,90001000,0,0,0,0,0,0,41340
F,90001200,0,0,0,0,0,0,41340
F,90001201,1,0,0,0,0,0,41340
F,90001600,0,0,0,0,0,0,41340
F,90000000,0,90,1,1,0,0,41400
F,90000001,1,0,1,0,0,0,41400
F,90000200,0,90,1,1,0,0,41400
F,90000201,1,0,1,0,0,0,41400
F,90000400,0,0,0,0,0,0,41400
F,90000401,1,0,0,0,0,0,41400
F,90000800,0,0,0,0,0,0,41400
F,90001000,0,0,0,0,0,0,41400
F,90001200,0,0,0,0,0,0,41400
F,90001201,1,0,0,0,0,0,41400
F,90001600,0,0,0,0,0,0,41400
F,90000000,0,90,1,1,0,0,41460
F,90000001,1,0,1,0,0,0,41460
F,90000200,0,90,1,1,0,0,41460
F,90000201,1,0,1,0,0,0,41460
F,90000400,0,0,0,0,0,0,41460
F,90000401,1,0,0,0,0,0,41460
F,90000800,0,0,0,0,0,0,41460
F,90001000,0,0,0,0,0,0,41460
F,90001200,0,0,0,0,0,0,41460
F,90001201,1,0,0,0,0,0,41460
F,90001600,0,0,0,0,0,0,41460
F,90000000,0,90,1,1,0,0,41520
F,90000001,1,0,1,0,0,0,41520
F,90000200,0,90,1,1,0,0,41520
F,90000201,1,0,1,0,0,0,41520
F,90000400,0,0,0,0,0,0,41520
F,90000401,1,0,0,0,0,0,41520
F,90000800,0,0,0,0,0,0,41520
F,90001000,0,0,0,0,0,0,41520
F,90001200,0,0,0,0,0,0,41520
F,90001201,1,0,0,0,0,0,41520
F,90001600,0,0,0,0,0,0,41520
F,90000000,0,90,1,1,0,0,41580
F,90000001,1,0,1,0,0,0,41580
F,90000200,0,90,1,1,0,0,41580
F,90000201,1,0,1,0,0,0,41580
F,90000400,0,0,0,0,0,0,41580
F,90000401,1,0,0,0,0,0,41580
F,90000800,0,0,0,0,0,0,41580
F,90001000,0,0,0,0,0,0,41580
F,90001200,0,0,0,0,0,0,41580
F,90001201,1,0,0,0,0,0,41580
F,90001600,0,0,0,0,0,0,41580
F,90000000,0,90,1,1,0,0,41640
F,90000001,1,0,1,0,0,0,41640
F,90000200,0,90,1,1,0,0,41640
F,90000201,1,0,1,0,0,0,41640
F,90000400,0,0,0,0,0,0,41640
F,90000401,1,0,0,0,0,0,41640
F,90000800,0,0,0,0,0,0,41640
F,90001000,0,0,0,0,0,0,41640
F,90001200,0,0,0,0,0,0,41640
F,90001201,1,0,0,0,0,0,41640
F,90001600,0,0,0,0,0,0,41640
F,90000000,0,90,1,1,0,0,41700
F,90000001,1,0,1,0,0,0,41700
F,90000200,0,90,1,1,0,0,41700
F,90000201,1,0,1,0,0,0,41700
F,90000400,0,0,0,0,0,0,41700
F,90000401,1,0,0,0,0,0,41700
F,90000800,0,0,0,0,0,0,41700
F,90001000,0,0,0,0,0,0,41700
F,90001200,0,0,0,0,0,0,41700
F,90001201,1,0,0,0,0,0,41700
F,90001600,0,0,0,0,0,0,41700
F,90000000,0,90,1,1,0,0,41760
F,90000001,1,0,1,0,0,0,41760
F,90000200,0,90,1,1,0,0,41760
F,90000201,1,0,1,0,0,0,41760
F,90000400,0,0,0,0,0,0,41760
F,90000401,1,0,0,0,0,0,41760
F,90000800,0,0,0,0,0,0,41760
F,90001000,0,0,0,0,0,0,41760
F,90001200,0,0,0,0,0,0,41760
F,90001201,1,0,0,0,0,0,41760
F,90001600,0,0,0,0,0,0,41760
F,90000000,0,90,1,1,0,0,41820
F,90000001,1,0,1,0,0,0,41820
F,90000200,0,0,0,0,0,0,41820
F,90000201,1,0,0,0,0,0,41820
F,90000400,0,0,0,0,0,0,41820
F,90000401,1,0,0,0,0,0,41820
F,90000800,0,0,0,0,0,0,41820
F,90001000,0,0,0,0,0,0,41820
F,90001200,0,0,0,0,0,0,41820
F,90001201,1,0,0,0,0,0,41820
F,90001600,0,0,0,0,0,0,41820
